node,operon,q_value
node12,PA0370;PA0371;PA0372,0
node12,PA4759;PA4760;PA4761;PA4762,0
node12,PA1861;PA1862;PA1863,0.00212766
node12,PA1216;PA1217;PA1218;PA1219;PA1220;PA1221,0.011520738
node12,PA5506;PA5507;PA5508,0
node12,PA4684;PA4685;PA4686,0
node12,PA1674;PA1675;PA1676,0.006772009
node12,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0.029545454
node12,PA4810;PA4811;PA4812,0.004405286
node12,PA3757;PA3758;PA3759;PA3760;PA3761,0.012987013
node12,PA3391;PA3392;PA3393;PA3394;PA3395;PA3396,0.021582734
node12,PA1600;PA1601;PA1602,0.009009009
node12,PA5402;PA5403;PA5404;PA5405;PA5406;PA5407,0.017897092
node12,PA1552;PA1552.1;PA1553;PA1554,0.004201681
node12,PA0386;PA0387;PA0388,0.0041841
node12,PA5157;PA5158;PA5159;PA5160,0.014150944
node12,PA3225;PA3226;PA3227;PA3228,0.017278617
node12,PA4228;PA4229;PA4230;PA4231,0.020044543
node12,PA0523;PA0524;PA0525,0.008849558
node12,PA4618;PA4619;PA4620;PA4621,0.027586207
node12,PA3560;PA3561;PA3562,0
node12,PA2453;PA2454;PA2455,0.019148936
node12,PA0896;PA0897;PA0898;PA0899;PA0900;PA0901,0.03440367
node12,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0
node12,PA1891;PA1892;PA1893;PA1894;PA1895;PA1896;PA1897,0
node12,PA3441;PA3442;PA3443;PA3444;PA3445,0
node12,PA3904;PA3905;PA3906;PA3907;PA3908,0
node12,PA4191;PA4192;PA4193;PA4194;PA4195,0
node12,PA1985;PA1986;PA1987;PA1988;PA1989;PA1990,0
node12,PA4908;PA4909;PA4910;PA4911;PA4912,0
node12,PA3935;PA3936;PA3937;PA3938,0
node12,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0.001751314
node12,PA3515;PA3516;PA3517;PA3518;PA3519,0
node12,PA3327;PA3328;PA3329;PA3330;PA3331;PA3332;PA3333;PA3334,0.001915709
node12,PA2084;PA2085;PA2086;PA2087;PA2088,0
node12,PA0105;PA0106;PA0107;PA0108,0
node12,PA4345;PA4346;PA4347;PA4348,0.001862197
node12,PA4487;PA4488;PA4489;PA4490;PA4491;PA4492,0.003676471
node12,PA3250;PA3251;PA3252;PA3253;PA3254;PA3255,0.007233273
node12,PA0208;PA0209;PA0210;PA0211;PA0212;PA0213;PA0214,0.010968922
node12,PA3232;PA3233;PA3234;PA3235,0.007590133
node12,PA2536;PA2537;PA2538;PA2539;PA2540,0.014466547
node12,PA1246;PA1247;PA1248,0
node12,PA2597;PA2598;PA2599;PA2600,0.003802281
node12,PA5455;PA5456;PA5457;PA5458;PA5459,0.005464481
node12,PA1690;PA1691;PA1692;PA1693;PA1694;PA1695;PA1696;PA1697,0.016835017
node12,PA0932;PA0933;PA0934;PA0935,0.007393715
node12,PA3521;PA3522;PA3523,0
node12,PA5447;PA5448;PA5449;PA5450;PA5451;PA5452;PA5453;PA5454,0.02757353
node12,PA1081;PA1082;PA1083;PA1084;PA1085;PA1086;PA1087,0.018115941
node12,PA3095;PA3096;PA3097;PA3098;PA3099;PA3100;PA3101;PA3102;PA3103,0.024911031
node12,PA3447;PA3448;PA3449,0.003738318
node12,PA5037;PA5038;PA5039;PA5040;PA5041;PA5042;PA5043;PA5044,0.024822695
node12,PA1172;PA1173;PA1174;PA1175;PA1176;PA1177,0.038938053
node12,PA2307;PA2308;PA2309;PA2310,0.02457467
node12,PA5230;PA5231;PA5232,0.014035088
node12,PA0280;PA0281;PA0282,0.009363296
node12,PA4834;PA4835;PA4836;PA4837,0.016917294
node12,PA5534;PA5535;PA5536,0.026465029
node12,PA1077;PA1078;PA1079;PA1080,0.022346368
node12,PA1710;PA1711;PA1712,0.018518519
node12,PA5152;PA5153;PA5154;PA5155,0.029411765
node12,PA2129;PA2130;PA2131;PA2132;PA2133,0.03448276
node12,PA2301;PA2302;PA2303;PA2304;PA2305,0.03442029
node12,PA5539;PA5540;PA5541,0.015594542
node13,PA3552;PA3553;PA3554;PA3555;PA3556;PA3557;PA3558;PA3559,0
node13,PA5447;PA5448;PA5449;PA5450;PA5451;PA5452;PA5453;PA5454,0
node13,PA4501;PA4502;PA4503;PA4504;PA4505;PA4506,0
node13,PA1020;PA1021;PA1022;PA1023;PA1024;PA1025,0
node13,PA1806;PA1807;PA1808;PA1809;PA1810;PA1811,0.002024292
node13,PA4317;PA4318;PA4319;PA4320;PA4321;PA4322;PA4323,0
node13,PA0095;PA0096;PA0097;PA0098;PA0099;PA0100;PA0101,0
node13,PA1513;PA1514;PA1515;PA1516;PA1517,0
node13,PA3515;PA3516;PA3517;PA3518;PA3519,0
node13,PA4487;PA4488;PA4489;PA4490;PA4491;PA4492,0.002061856
node13,PA4773;PA4774;PA4775;PA4776;PA4777,0
node13,PA1070;PA1071;PA1072;PA1073,0.002164502
node13,PA5152;PA5153;PA5154;PA5155,0
node13,PA0086;PA0087;PA0088;PA0089;PA0090;PA0091,0.002008032
node13,PA0896;PA0897;PA0898;PA0899;PA0900;PA0901,0.008298756
node13,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0.006329114
node13,PA4462;PA4463;PA4464;PA4465;PA4466,0.002118644
node13,PA5455;PA5456;PA5457;PA5458;PA5459,0.00409836
node13,PA4834;PA4835;PA4836;PA4837,0.002079002
node13,PA2493;PA2494;PA2495,0
node13,PA3693;PA3694;PA3695;PA3696;PA3697;PA3698,0.009861933
node13,PA1081;PA1082;PA1083;PA1084;PA1085;PA1086;PA1087,0.002053388
node13,PA4863;PA4864;PA4865;PA4866;PA4867;PA4868,0.006423983
node13,PA1088;PA1089;PA1090,0
node13,PA0082;PA0083;PA0084,0
node13,PA4064;PA4065;PA4066,0
node13,PA1339;PA1340;PA1341,0
node13,PA4023;PA4024;PA4025,0.002
node13,PA3836;PA3837;PA3838,0
node13,PA0078;PA0079;PA0080;PA0081,0.006382979
node13,PA1891;PA1892;PA1893;PA1894;PA1895;PA1896;PA1897,0.01875
node13,PA3750;PA3751;PA3752;PA3753;PA3754,0.017094018
node13,PA0411;PA0412;PA0413;PA0414;PA0415;PA0416,0.017582418
node13,PA1922;PA1923;PA1924;PA1925,0.003838772
node13,PA0054;PA0055;PA0056,0.005905512
node13,PA0636;PA0637;PA0638;PA0639;PA0640,0.016806724
node13,PA2811;PA2812;PA2813,0.003952569
node13,PA0751;PA0752;PA0753;PA0754;PA0755,0.033864543
node13,PA5376;PA5377;PA5378,0.010141988
node13,PA5539;PA5540;PA5541,0.00209205
node13,PA5534;PA5535;PA5536,0.002012072
node13,PA0617;PA0618;PA0619;PA0620;PA0621,0.016427105
node13,PA3757;PA3758;PA3759;PA3760;PA3761,0.03164557
node13,PA4694;PA4695;PA4696,0.018442623
node13,PA0939;PA0940;PA0941,0.008213553
node13,PA1335;PA1336;PA1337,0.00811359
node13,PA1067;PA1068;PA1069,0.010460251
node13,PA0628;PA0629;PA0630;PA0631;PA0632,0.020876827
node13,PA4680;PA4681;PA4682,0.024291499
node13,PA0889;PA0890;PA0891;PA0892;PA0893,0.03539823
node13,PA0744;PA0745;PA0746;PA0747,0.035714287
node13,PA4793;PA4794;PA4795;PA4796,0.04310345
node13,PA0646;PA0647;PA0648,0.022403259
node13,PA1038;PA1039;PA1040,0.030172413
node13,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0
node13,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0
node13,PA3372;PA3373;PA3374;PA3375;PA3376;PA3377;PA3378;PA3379;PA3380;PA3381;PA3382;PA3383;PA3384,0
node13,PA2231;PA2232;PA2233;PA2234;PA2235;PA2236;PA2237;PA2238;PA2239;PA2240;PA2241,0
node13,PA1690;PA1691;PA1692;PA1693;PA1694;PA1695;PA1696;PA1697,0
node13,PA0208;PA0209;PA0210;PA0211;PA0212;PA0213;PA0214,0
node13,PA2637;PA2638;PA2639;PA2640;PA2641;PA2642;PA2643;PA2644;PA2645;PA2646;PA2647;PA2648;PA2649,0
node13,PA1317;PA1318;PA1319;PA1320;PA1321,0
node13,PA3186;PA3187;PA3188;PA3189;PA3190,0
node13,PA2110;PA2111;PA2112;PA2113;PA2114,0
node13,PA2327;PA2328;PA2329;PA2330;PA2331,0
node13,PA2346;PA2347;PA2348;PA2349;PA2350;PA2351,0
node13,PA4242;PA4243;PA4244;PA4245;PA4246;PA4247;PA4248;PA4249,0
node13,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0.001751314
node13,PA4191;PA4192;PA4193;PA4194;PA4195,0
node13,PA2066;PA2067;PA2068;PA2069,0
node13,PA4205;PA4206;PA4207;PA4208,0
node13,PA2292;PA2293;PA2294;PA2295;PA2296,0
node13,PA0681;PA0682;PA0683;PA0684;PA0685;PA0686;PA0687,0
node13,PA5161;PA5162;PA5163;PA5164;PA5165;PA5166,0.00189394
node13,PA1710;PA1711;PA1712,0
node13,PA3441;PA3442;PA3443;PA3444;PA3445,0
node13,PA1255;PA1256;PA1257;PA1258;PA1259;PA1260,0
node13,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0.001953125
node13,PA2564;PA2565;PA2566,0
node13,PA1581;PA1582;PA1583;PA1584,0
node13,PA2338;PA2339;PA2340;PA2341;PA2342;PA2343;PA2344,0.011560693
node13,PA3447;PA3448;PA3449,0
node13,PA0696;PA0697;PA0698;PA0699;PA0700;PA0701,0.015444015
node13,PA3181;PA3182;PA3183,0
node13,PA0878;PA0879;PA0880;PA0881;PA0882;PA0883,0.005514706
node13,PA2084;PA2085;PA2086;PA2087;PA2088,0.011428571
node13,PA0192;PA0193;PA0194,0
node13,PA3362;PA3363;PA3364;PA3365;PA3366,0.01192843
node13,PA2007;PA2008;PA2009,0
node13,PA5553;PA5554;PA5555;PA5556;PA5557;PA5558;PA5559;PA5560;PA5561,0.011605416
node13,PA0197;PA0198;PA0199,0
node13,PA3607;PA3608;PA3609;PA3610,0.005628518
node13,PA4550;PA4551;PA4552;PA4553,0.015355086
node13,PA4618;PA4619;PA4620;PA4621,0.017857144
node13,PA0183;PA0184;PA0185,0
node13,PA2699;PA2700;PA2701,0.005859375
node13,PA4142;PA4143;PA4144,0.005836576
node13,PA1211;PA1212;PA1213;PA1214;PA1215,0.015841585
node13,PA2671;PA2672;PA2673;PA2674;PA2675;PA2676;PA2677;PA2678,0.029795159
node13,PA2307;PA2308;PA2309;PA2310,0.018691588
node13,PA3935;PA3936;PA3937;PA3938,0.013011153
node13,PA3191;PA3192;PA3193,0.01192843
node13,PA3742;PA3743;PA3744;PA3745,0.037593983
node13,PA5097;PA5098;PA5099,0.029239766
node13,PA2103;PA2104;PA2105;PA2106,0.01934236
node13,PA2354;PA2355;PA2356;PA2357,0.022857143
node13,PA2297;PA2298;PA2299,0.025096525
node13,PA5230;PA5231;PA5232,0.03984064
node13,PA2512;PA2513;PA2514,0.030828517
node13,PA0226;PA0227;PA0228,0.03629032
node13,PA3772;PA3773;PA3774,0.01953125
node13,PA2393;PA2394;PA2395,0.041904762
node14,PA3504;PA3505;PA3506;PA3507;PA3508;PA3509;PA3510;PA3511;PA3512;PA3513;PA3514,0
node14,PA0208;PA0209;PA0210;PA0211;PA0212;PA0213;PA0214,0
node14,PA3870;PA3871;PA3872;PA3873;PA3874;PA3875;PA3876;PA3877,0
node14,PA0636;PA0637;PA0638;PA0639;PA0640,0
node14,PA0628;PA0629;PA0630;PA0631;PA0632,0
node14,PA0617;PA0618;PA0619;PA0620;PA0621,0
node14,PA0202;PA0203;PA0204;PA0205;PA0206,0
node14,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0
node14,PA3498;PA3499;PA3500;PA3501;PA3502;PA3503,0
node14,PA0509;PA0510;PA0511;PA0512;PA0513;PA0514;PA0515;PA0516;PA0517;PA0518;PA0519,0.00204918
node14,PA4317;PA4318;PA4319;PA4320;PA4321;PA4322;PA4323,0.001980198
node14,PA2407;PA2408;PA2409;PA2410,0.004166667
node14,PA3391;PA3392;PA3393;PA3394;PA3395;PA3396,0.004273505
node14,PA0078;PA0079;PA0080;PA0081,0.001972387
node14,PA2231;PA2232;PA2233;PA2234;PA2235;PA2236;PA2237;PA2238;PA2239;PA2240;PA2241,0.014198783
node14,PA0633;PA0634;PA0635,0
node14,PA0643;PA0644;PA0645,0
node14,PA0614;PA0615;PA0616,0
node14,PA2536;PA2537;PA2538;PA2539;PA2540,0.00990099
node14,PA0625;PA0626;PA0627,0
node14,PA5066;PA5067;PA5068;PA5069;PA5070;PA5071,0.019607844
node14,PA0086;PA0087;PA0088;PA0089;PA0090;PA0091,0.00625
node14,PA0733;PA0734;PA0735;PA0736,0.001996008
node14,PA5276;PA5277;PA5278;PA5279;PA5280;PA5281,0.014553014
node14,PA2967;PA2968;PA2969;PA2970;PA2971,0.021978023
node14,PA5128;PA5129;PA5130,0.002114165
node14,PA0082;PA0083;PA0084,0.006
node14,PA0607;PA0608;PA0609,0
node14,PA5521;PA5522;PA5523,0.001908397
node14,PA0622;PA0623;PA0624,0.002028398
node14,PA2493;PA2494;PA2495,0.006302521
node14,PA3996;PA3997;PA3998;PA3999;PA4000;PA4001;PA4002;PA4003;PA4004;PA4005;PA4006;PA4007,0.036511157
node14,PA2393;PA2394;PA2395,0.006097561
node14,PA2725;PA2726;PA2727;PA2728;PA2729,0.01754386
node14,PA2346;PA2347;PA2348;PA2349;PA2350;PA2351,0.04032258
node14,PA5063;PA5064;PA5065,0.008316008
node14,PA2903;PA2904;PA2905;PA2906,0.021141648
node14,PA4793;PA4794;PA4795;PA4796,0.036796536
node14,PA0404;PA0405;PA0406;PA0407,0.019396551
node14,PA0794;PA0795;PA0796;PA0797,0.020992367
node14,PA2403;PA2404;PA2405;PA2406,0.027659575
node14,PA3664;PA3665;PA3666;PA3667;PA3668,0.039337475
node14,PA4698;PA4699;PA4700,0.025440313
node14,PA1160;PA1161;PA1162,0.034412954
node14,PA1994;PA1995;PA1996;PA1997;PA1998,0.042769857
node14,PA3327;PA3328;PA3329;PA3330;PA3331;PA3332;PA3333;PA3334,0.001992032
node14,PA1172;PA1173;PA1174;PA1175;PA1176;PA1177,0
node14,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0.001865672
node14,PA3186;PA3187;PA3188;PA3189;PA3190,0
node14,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0
node14,PA4834;PA4835;PA4836;PA4837,0.003773585
node14,PA0586;PA0587;PA0588,0
node14,PA1317;PA1318;PA1319;PA1320;PA1321,0.001883239
node14,PA1070;PA1071;PA1072;PA1073,0.013539651
node14,PA1054;PA1055;PA1056;PA1057;PA1058;PA1059,0.007722008
node14,PA3181;PA3182;PA3183,0
node14,PA5539;PA5540;PA5541,0.003795066
node14,PA2637;PA2638;PA2639;PA2640;PA2641;PA2642;PA2643;PA2644;PA2645;PA2646;PA2647;PA2648;PA2649,0.021442495
node14,PA3191;PA3192;PA3193,0.005802708
node14,PA1632;PA1633;PA1634;PA1635,0.007326007
node14,PA0411;PA0412;PA0413;PA0414;PA0415;PA0416,0.014466547
node14,PA4467;PA4468;PA4469;PA4470;PA4471,0.011406845
node14,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0.023060797
node14,PA2066;PA2067;PA2068;PA2069,0.009881423
node14,PA1216;PA1217;PA1218;PA1219;PA1220;PA1221,0.030828517
node14,PA1384;PA1385;PA1386,0.003952569
node14,PA5534;PA5535;PA5536,0.0078125
node14,PA1664;PA1665;PA1666;PA1667;PA1668;PA1669;PA1670;PA1671,0.029469548
node14,PA5037;PA5038;PA5039;PA5040;PA5041;PA5042;PA5043;PA5044,0.04805915
node14,PA4037;PA4038;PA4039;PA4040,0.01629328
node14,PA1077;PA1078;PA1079;PA1080,0.026515152
node14,PA1020;PA1021;PA1022;PA1023;PA1024;PA1025,0.032075472
node14,PA3362;PA3363;PA3364;PA3365;PA3366,0.013409962
node14,PA1922;PA1923;PA1924;PA1925,0.039179105
node14,PA0105;PA0106;PA0107;PA0108,0.015655577
node14,PA0173;PA0174;PA0175;PA0176;PA0177;PA0178;PA0179,0.0390625
node14,PA2992;PA2993;PA2994;PA2995;PA2996;PA2997;PA2998;PA2999,0.043912176
node14,PA4891;PA4892;PA4893;PA4894,0.040462427
node14,PA2259;PA2260;PA2261;PA2262;PA2263,0.04789272
node15,PA4501;PA4502;PA4503;PA4504;PA4505;PA4506,0
node15,PA3542;PA3543;PA3544;PA3545;PA3546;PA3547,0
node15,PA2637;PA2638;PA2639;PA2640;PA2641;PA2642;PA2643;PA2644;PA2645;PA2646;PA2647;PA2648;PA2649,0
node15,PA2110;PA2111;PA2112;PA2113;PA2114,0
node15,PA5447;PA5448;PA5449;PA5450;PA5451;PA5452;PA5453;PA5454,0
node15,PA5170;PA5171;PA5172;PA5173,0
node15,PA3372;PA3373;PA3374;PA3375;PA3376;PA3377;PA3378;PA3379;PA3380;PA3381;PA3382;PA3383;PA3384,0
node15,PA2247;PA2248;PA2249;PA2250,0.002074689
node15,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0.00862069
node15,PA1070;PA1071;PA1072;PA1073,0
node15,PA5037;PA5038;PA5039;PA5040;PA5041;PA5042;PA5043;PA5044,0.006666667
node15,PA5152;PA5153;PA5154;PA5155,0
node15,PA4345;PA4346;PA4347;PA4348,0
node15,PA0744;PA0745;PA0746;PA0747,0
node15,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0.006396588
node15,PA3750;PA3751;PA3752;PA3753;PA3754,0.004016064
node15,PA1985;PA1986;PA1987;PA1988;PA1989;PA1990,0.002237137
node15,PA3459;PA3460;PA3461,0
node15,PA0493;PA0494;PA0495;PA0496,0.004106776
node15,PA5230;PA5231;PA5232,0
node15,PA1454;PA1455;PA1456;PA1457,0.006185567
node15,PA2007;PA2008;PA2009,0
node15,PA0896;PA0897;PA0898;PA0899;PA0900;PA0901,0.015317286
node15,PA5506;PA5507;PA5508,0
node15,PA1555;PA1555.1;PA1556;PA1557,0.00210084
node15,PA1513;PA1514;PA1515;PA1516;PA1517,0.021598272
node15,PA3703;PA3704;PA3705;PA3706;PA3707;PA3708,0.022357723
node15,PA1339;PA1340;PA1341,0.00886918
node15,PA0794;PA0795;PA0796;PA0797,0.006276151
node15,PA4918;PA4919;PA4920,0.0125
node15,PA5167;PA5168;PA5169,0.008350731
node15,PA5553;PA5554;PA5555;PA5556;PA5557;PA5558;PA5559;PA5560;PA5561,0.02844639
node15,PA3888;PA3889;PA3890;PA3891,0.021691974
node15,PA4535;PA4536;PA4537,0.008733625
node15,PA3836;PA3837;PA3838,0.00867679
node15,PA2154;PA2155;PA2156;PA2157;PA2158;PA2159,0.04464286
node15,PA3362;PA3363;PA3364;PA3365;PA3366,0.03941909
node15,PA2705;PA2706;PA2707,0.008368201
node15,PA0408;PA0409;PA0410,0.026422765
node15,PA3095;PA3096;PA3097;PA3098;PA3099;PA3100;PA3101;PA3102;PA3103,0.041841004
node15,PA0301;PA0302;PA0303;PA0304,0.018255578
node15,PA0646;PA0647;PA0648,0.018404908
node15,PA4810;PA4811;PA4812,0.021696253
node15,PA3941;PA3942;PA3943;PA3944;PA3945,0.040816326
node15,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0
node15,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0
node15,PA3327;PA3328;PA3329;PA3330;PA3331;PA3332;PA3333;PA3334,0
node15,PA2365;PA2366;PA2367;PA2368;PA2369;PA2370;PA2371;PA2372,0
node15,PA1664;PA1665;PA1666;PA1667;PA1668;PA1669;PA1670;PA1671,0
node15,PA1690;PA1691;PA1692;PA1693;PA1694;PA1695;PA1696;PA1697,0
node15,PA1216;PA1217;PA1218;PA1219;PA1220;PA1221,0
node15,PA0086;PA0087;PA0088;PA0089;PA0090;PA0091,0
node15,PA4317;PA4318;PA4319;PA4320;PA4321;PA4322;PA4323,0
node15,PA3058;PA3059;PA3060;PA3061;PA3062;PA3063;PA3064,0
node15,PA2536;PA2537;PA2538;PA2539;PA2540,0
node15,PA3808;PA3809;PA3810;PA3811;PA3812;PA3813;PA3814;PA3815,0
node15,PA4773;PA4774;PA4775;PA4776;PA4777,0
node15,PA1211;PA1212;PA1213;PA1214;PA1215,0
node15,PA3391;PA3392;PA3393;PA3394;PA3395;PA3396,0.001964637
node15,PA1900;PA1901;PA1902;PA1903;PA1904;PA1905,0
node15,PA0078;PA0079;PA0080;PA0081,0
node15,PA3552;PA3553;PA3554;PA3555;PA3556;PA3557;PA3558;PA3559,0.003490401
node15,PA2327;PA2328;PA2329;PA2330;PA2331,0
node15,PA2407;PA2408;PA2409;PA2410,0
node15,PA4487;PA4488;PA4489;PA4490;PA4491;PA4492,0.001872659
node15,PA2725;PA2726;PA2727;PA2728;PA2729,0.001934236
node15,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0.007326007
node15,PA4191;PA4192;PA4193;PA4194;PA4195,0.009652509
node15,PA3281;PA3282;PA3283;PA3284,0.003824092
node15,PA0170;PA0171;PA0172,0
node15,PA4205;PA4206;PA4207;PA4208,0
node15,PA1656;PA1657;PA1658;PA1659,0
node15,PA4467;PA4468;PA4469;PA4470;PA4471,0.01119403
node15,PA1661;PA1662;PA1663,0.002061856
node15,PA0523;PA0524;PA0525,0
node15,PA2301;PA2302;PA2303;PA2304;PA2305,0.015748031
node15,PA5402;PA5403;PA5404;PA5405;PA5406;PA5407,0.022346368
node15,PA5157;PA5158;PA5159;PA5160,0.003795066
node15,PA1891;PA1892;PA1893;PA1894;PA1895;PA1896;PA1897,0.014981274
node15,PA2292;PA2293;PA2294;PA2295;PA2296,0.012
node15,PA3515;PA3516;PA3517;PA3518;PA3519,0.020484172
node15,PA3441;PA3442;PA3443;PA3444;PA3445,0.009652509
node15,PA2625;PA2626;PA2627;PA2628,0.015594542
node15,PA0082;PA0083;PA0084,0.007692308
node15,PA1710;PA1711;PA1712,0.005725191
node15,PA3292;PA3293;PA3294,0.003868472
node15,PA2354;PA2355;PA2356;PA2357,0.025590552
node15,PA2307;PA2308;PA2309;PA2310,0.011090573
node15,PA2403;PA2404;PA2405;PA2406,0.017612524
node15,PA2903;PA2904;PA2905;PA2906,0.025490196
node15,PA2346;PA2347;PA2348;PA2349;PA2350;PA2351,0.031539887
node15,PA0226;PA0227;PA0228,0.003816794
node15,PA1442;PA1443;PA1444;PA1445;PA1446;PA1447;PA1448;PA1449;PA1450;PA1451,0.03538175
node15,PA2671;PA2672;PA2673;PA2674;PA2675;PA2676;PA2677;PA2678,0.029906543
node15,PA2493;PA2494;PA2495,0.005791506
node15,PA0197;PA0198;PA0199,0.006036217
node15,PA1906;PA1907;PA1908,0.01908397
node15,PA0192;PA0193;PA0194,0.005747126
node15,PA3447;PA3448;PA3449,0.029520296
node16,PA4250;PA4251;PA4252;PA4253;PA4254;PA4255;PA4256;PA4257;PA4258;PA4259;PA4260;PA4261;PA4262;PA4263;PA4264,0
node16,PA4406;PA4407;PA4408;PA4409;PA4410;PA4411;PA4412;PA4413;PA4414;PA4415;PA4416;PA4417;PA4418;PA4419;PA4420;PA4421,0
node16,PA0509;PA0510;PA0511;PA0512;PA0513;PA0514;PA0515;PA0516;PA0517;PA0518;PA0519,0
node16,PA1698;PA1699;PA1700;PA1701;PA1702;PA1703;PA1704;PA1705;PA1706;PA1707;PA1708;PA1709,0
node16,PA1714;PA1715;PA1716;PA1717;PA1718;PA1719;PA1720;PA1721;PA1722;PA1723;PA1724;PA1725,0
node16,PA3391;PA3392;PA3393;PA3394;PA3395;PA3396,0
node16,PA3808;PA3809;PA3810;PA3811;PA3812;PA3813;PA3814;PA3815,0
node16,PA2637;PA2638;PA2639;PA2640;PA2641;PA2642;PA2643;PA2644;PA2645;PA2646;PA2647;PA2648;PA2649,0.002169197
node16,PA3646;PA3647;PA3648;PA3649;PA3650;PA3651;PA3652;PA3653;PA3654,0
node16,PA1271;PA1272;PA1273;PA1274;PA1275;PA1276;PA1277;PA1278;PA1279;PA1280;PA1281,0
node16,PA1477;PA1478;PA1479;PA1480;PA1481;PA1482;PA1483,0
node16,PA2992;PA2993;PA2994;PA2995;PA2996;PA2997;PA2998;PA2999,0
node16,PA4242;PA4243;PA4244;PA4245;PA4246;PA4247;PA4248;PA4249,0
node16,PA5553;PA5554;PA5555;PA5556;PA5557;PA5558;PA5559;PA5560;PA5561,0
node16,PA3996;PA3997;PA3998;PA3999;PA4000;PA4001;PA4002;PA4003;PA4004;PA4005;PA4006;PA4007,0
node16,PA0086;PA0087;PA0088;PA0089;PA0090;PA0091,0
node16,PA4222;PA4223;PA4224;PA4225;PA4226,0
node16,PA3870;PA3871;PA3872;PA3873;PA3874;PA3875;PA3876;PA3877,0
node16,PA4754;PA4755;PA4756;PA4757;PA4758,0
node16,PA5006;PA5007;PA5008;PA5009;PA5010;PA5011;PA5012;PA5013;PA5014,0
node16,PA1054;PA1055;PA1056;PA1057;PA1058;PA1059,0
node16,PA3799;PA3800;PA3801;PA3802;PA3803;PA3804;PA3805;PA3806;PA3807,0
node16,PA0589;PA0590;PA0591;PA0592;PA0593;PA0594;PA0595,0.002079002
node16,PA4932;PA4933;PA4934;PA4935,0.002057613
node16,PA1690;PA1691;PA1692;PA1693;PA1694;PA1695;PA1696;PA1697,0.01048218
node16,PA4427;PA4428;PA4429;PA4430;PA4431,0.004175365
node16,PA0889;PA0890;PA0891;PA0892;PA0893,0.004514673
node16,PA4662;PA4663;PA4664;PA4665;PA4666,0.003976143
node16,PA4228;PA4229;PA4230;PA4231,0
node16,PA4273;PA4274;PA4275;PA4276,0
node16,PA2011;PA2012;PA2013;PA2014;PA2015,0.004255319
node16,PA0963;PA0964;PA0965;PA0966;PA0967;PA0968,0.010162601
node16,PA4482;PA4483;PA4484;PA4485;PA4486,0
node16,PA4747;PA4748;PA4749;PA4750;PA4751,0.002105263
node16,PA0523;PA0524;PA0525,0
node16,PA3642;PA3643;PA3644;PA3645,0.002012072
node16,PA0969;PA0970;PA0971;PA0972;PA0973;PA0974,0.006437768
node16,PA5002;PA5003;PA5004;PA5005,0.002061856
node16,PA5506;PA5507;PA5508,0
node16,PA0070;PA0071;PA0072;PA0073;PA0074;PA0075;PA0076;PA0077,0.01446281
node16,PA0520;PA0521;PA0522,0
node16,PA0769;PA0770;PA0771;PA0772;PA0773,0.00443459
node16,PA3362;PA3363;PA3364;PA3365;PA3366,0.006507592
node16,PA1806;PA1807;PA1808;PA1809;PA1810;PA1811,0.013452915
node16,PA2552;PA2553;PA2554;PA2555,0.006289308
node16,PA0896;PA0897;PA0898;PA0899;PA0900;PA0901,0.008438818
node16,PA3165;PA3166;PA3167,0
node16,PA0493;PA0494;PA0495;PA0496,0.006465518
node16,PA1800;PA1801;PA1802,0
node16,PA1552;PA1552.1;PA1553;PA1554,0.004376368
node16,PA3822;PA3823;PA3824,0.00203252
